seed,fold,phase,epoch,train_pinball_loss,gradient_l2_norm
1,3,selected_configuration_full_fit_refit,87,0.11742483824491501,0.07855464518070221
1,3,selected_configuration_full_fit_refit,88,0.11656272411346436,0.05463142320513725
1,3,selected_configuration_full_fit_refit,89,0.11573964357376099,0.05043870955705643
1,3,selected_configuration_full_fit_refit,90,0.11494596302509308,0.07115672528743744
1,3,selected_configuration_full_fit_refit,91,0.11413699388504028,0.05485545098781586
1,3,selected_configuration_full_fit_refit,92,0.11334460973739624,0.04188104718923569
1,3,selected_configuration_full_fit_refit,93,0.11261360347270966,0.07463822513818741
1,3,selected_configuration_full_fit_refit,94,0.11183630675077438,0.05968339368700981
1,3,selected_configuration_full_fit_refit,95,0.11104995012283325,0.0498298741877079
1,3,selected_configuration_full_fit_refit,96,0.11032574623823166,0.07492832839488983
1,3,selected_configuration_full_fit_refit,97,0.10951287299394608,0.04526706412434578
1,3,selected_configuration_full_fit_refit,98,0.1087699607014656,0.0517101027071476
2,1,selected_configuration_full_fit_refit,1,0.26968029141426086,0.16680459678173065
2,1,selected_configuration_full_fit_refit,2,0.2652146816253662,0.16036416590213776
2,1,selected_configuration_full_fit_refit,3,0.2609441876411438,0.15573617815971375
2,1,selected_configuration_full_fit_refit,4,0.25674858689308167,0.15292662382125854
2,1,selected_configuration_full_fit_refit,5,0.25258004665374756,0.1493338644504547
2,1,selected_configuration_full_fit_refit,6,0.248385488986969,0.14736847579479218
2,1,selected_configuration_full_fit_refit,7,0.24412676692008972,0.14645077288150787
2,1,selected_configuration_full_fit_refit,8,0.23976868391036987,0.14523890614509583
2,1,selected_configuration_full_fit_refit,9,0.2353474646806717,0.14204198122024536
2,1,selected_configuration_full_fit_refit,10,0.2309161126613617,0.13782812654972076
2,1,selected_configuration_full_fit_refit,11,0.22658714652061462,0.1326812356710434
2,1,selected_configuration_full_fit_refit,12,0.22234193980693817,0.12801548838615417
2,1,selected_configuration_full_fit_refit,13,0.2182082235813141,0.12327875941991806
2,1,selected_configuration_full_fit_refit,14,0.21421976387500763,0.12129725515842438
2,1,selected_configuration_full_fit_refit,15,0.2102883905172348,0.11928640305995941
2,1,selected_configuration_full_fit_refit,16,0.20650248229503632,0.11281377077102661
2,1,selected_configuration_full_fit_refit,17,0.20293453335762024,0.10541845113039017
2,2,selected_configuration_full_fit_refit,1,0.24394743144512177,0.107361800968647
2,3,selected_configuration_full_fit_refit,1,0.2273867279291153,0.09826409071683884
3,1,selected_configuration_full_fit_refit,1,0.291269451379776,0.21847940981388092
3,1,selected_configuration_full_fit_refit,2,0.2863188087940216,0.21460223197937012
3,1,selected_configuration_full_fit_refit,3,0.2818409204483032,0.21420074999332428
3,1,selected_configuration_full_fit_refit,4,0.2777273654937744,0.2106328010559082
3,1,selected_configuration_full_fit_refit,5,0.27399712800979614,0.2092401534318924
3,1,selected_configuration_full_fit_refit,6,0.27050215005874634,0.20698334276676178
3,1,selected_configuration_full_fit_refit,7,0.26700177788734436,0.20511242747306824
3,1,selected_configuration_full_fit_refit,8,0.2633482813835144,0.20433220267295837
3,1,selected_configuration_full_fit_refit,9,0.25946924090385437,0.1983814239501953
3,1,selected_configuration_full_fit_refit,10,0.25534677505493164,0.19393008947372437
3,1,selected_configuration_full_fit_refit,11,0.25098681449890137,0.18799914419651031
3,1,selected_configuration_full_fit_refit,12,0.24639862775802612,0.18173623085021973
3,1,selected_configuration_full_fit_refit,13,0.24172277748584747,0.17237694561481476
3,1,selected_configuration_full_fit_refit,14,0.2371932566165924,0.16284483671188354
3,1,selected_configuration_full_fit_refit,15,0.2329936921596527,0.14861978590488434
3,1,selected_configuration_full_fit_refit,16,0.22933167219161987,0.1369536817073822
3,1,selected_configuration_full_fit_refit,17,0.22644074261188507,0.11877651512622833
3,1,selected_configuration_full_fit_refit,18,0.224239781498909,0.11228286474943161
3,1,selected_configuration_full_fit_refit,19,0.22227893769741058,0.10838205367326736
3,1,selected_configuration_full_fit_refit,20,0.22027896344661713,0.10817670077085495
3,1,selected_configuration_full_fit_refit,21,0.21802565455436707,0.10795708000659943
3,1,selected_configuration_full_fit_refit,22,0.21549934148788452,0.10538697242736816
3,1,selected_configuration_full_fit_refit,23,0.21284814178943634,0.0995185598731041
3,1,selected_configuration_full_fit_refit,24,0.21021604537963867,0.09013550728559494
3,1,selected_configuration_full_fit_refit,25,0.20776472985744476,0.08136492967605591
3,1,selected_configuration_full_fit_refit,26,0.2055533081293106,0.07608149200677872
3,1,selected_configuration_full_fit_refit,27,0.20360778272151947,0.07245706766843796
3,1,selected_configuration_full_fit_refit,28,0.2019563764333725,0.07464225590229034
3,1,selected_configuration_full_fit_refit,29,0.200448676943779,0.07963739335536957
3,1,selected_configuration_full_fit_refit,30,0.199001744389534,0.08640021085739136
3,1,selected_configuration_full_fit_refit,31,0.19748052954673767,0.09053147584199905
3,1,selected_configuration_full_fit_refit,32,0.19581514596939087,0.09197131544351578
3,1,selected_configuration_full_fit_refit,33,0.19396960735321045,0.09152128547430038
3,1,selected_configuration_full_fit_refit,34,0.19199277460575104,0.08619464933872223
3,1,selected_configuration_full_fit_refit,35,0.1899777054786682,0.08228331059217453
3,1,selected_configuration_full_fit_refit,36,0.188034325838089,0.07689237594604492
3,1,selected_configuration_full_fit_refit,37,0.18618205189704895,0.07364708185195923
3,1,selected_configuration_full_fit_refit,38,0.18440812826156616,0.07387714087963104
3,1,selected_configuration_full_fit_refit,39,0.18262791633605957,0.07458610087633133
3,1,selected_configuration_full_fit_refit,40,0.18078233301639557,0.07596694678068161
3,1,selected_configuration_full_fit_refit,41,0.17884527146816254,0.07680939137935638
3,1,selected_configuration_full_fit_refit,42,0.17680256068706512,0.07476688921451569
3,1,selected_configuration_full_fit_refit,43,0.17470528185367584,0.0724518746137619
3,1,selected_configuration_full_fit_refit,44,0.1725807934999466,0.07059304416179657
3,1,selected_configuration_full_fit_refit,45,0.1705605387687683,0.07057461887598038
3,1,selected_configuration_full_fit_refit,46,0.16864268481731415,0.07207800447940826
3,1,selected_configuration_full_fit_refit,47,0.1668245643377304,0.07535101473331451
3,1,selected_configuration_full_fit_refit,48,0.16500741243362427,0.07490596175193787
3,1,selected_configuration_full_fit_refit,49,0.1631416380405426,0.07392510771751404
3,1,selected_configuration_full_fit_refit,50,0.16125069558620453,0.07050913572311401
3,1,selected_configuration_full_fit_refit,51,0.1593780219554901,0.06911714375019073
3,1,selected_configuration_full_fit_refit,52,0.15748630464076996,0.06447694450616837
3,1,selected_configuration_full_fit_refit,53,0.15553808212280273,0.06447739899158478
3,1,selected_configuration_full_fit_refit,54,0.15347260236740112,0.06877148896455765
3,1,selected_configuration_full_fit_refit,55,0.1512460857629776,0.07006734609603882
3,1,selected_configuration_full_fit_refit,56,0.14891086518764496,0.067903071641922
3,1,selected_configuration_full_fit_refit,57,0.14656691253185272,0.06727031618356705
3,1,selected_configuration_full_fit_refit,58,0.14437253773212433,0.07103287428617477
3,1,selected_configuration_full_fit_refit,59,0.14231157302856445,0.07501057535409927
3,1,selected_configuration_full_fit_refit,60,0.14035765826702118,0.07987810671329498
3,1,selected_configuration_full_fit_refit,61,0.13846354186534882,0.08121909201145172
3,2,selected_configuration_full_fit_refit,1,0.30157870054244995,0.2776380479335785
3,2,selected_configuration_full_fit_refit,2,0.2984754145145416,0.2746117115020752
3,2,selected_configuration_full_fit_refit,3,0.29536017775535583,0.2724863886833191
3,2,selected_configuration_full_fit_refit,4,0.29218772053718567,0.2706828713417053
3,2,selected_configuration_full_fit_refit,5,0.28893548250198364,0.26857322454452515
3,2,selected_configuration_full_fit_refit,6,0.28562939167022705,0.2611892521381378
3,2,selected_configuration_full_fit_refit,7,0.28230369091033936,0.2542276978492737
3,2,selected_configuration_full_fit_refit,8,0.2789611220359802,0.24385055899620056
3,2,selected_configuration_full_fit_refit,9,0.27562379837036133,0.23322694003582
3,2,selected_configuration_full_fit_refit,10,0.2722875773906708,0.22760207951068878
3,2,selected_configuration_full_fit_refit,11,0.2689242362976074,0.222877636551857
3,2,selected_configuration_full_fit_refit,12,0.2655360996723175,0.22011753916740417
3,2,selected_configuration_full_fit_refit,13,0.2621058523654938,0.21582454442977905
3,2,selected_configuration_full_fit_refit,14,0.2587193250656128,0.2084576040506363
3,2,selected_configuration_full_fit_refit,15,0.2554340064525604,0.19935686886310577
3,2,selected_configuration_full_fit_refit,16,0.25224876403808594,0.19403350353240967
3,2,selected_configuration_full_fit_refit,17,0.24911564588546753,0.1896669566631317
3,2,selected_configuration_full_fit_refit,18,0.2460123747587204,0.1836031675338745
3,2,selected_configuration_full_fit_refit,19,0.24297970533370972,0.17693766951560974
3,2,selected_configuration_full_fit_refit,20,0.24004597961902618,0.16965405642986298
3,2,selected_configuration_full_fit_refit,21,0.23717570304870605,0.16300331056118011
3,2,selected_configuration_full_fit_refit,22,0.23436208069324493,0.15571442246437073
3,2,selected_configuration_full_fit_refit,23,0.23168273270130157,0.14512832462787628
3,2,selected_configuration_full_fit_refit,24,0.22915656864643097,0.1353541761636734
3,3,selected_configuration_full_fit_refit,1,0.24524669349193573,0.15824589133262634
3,3,selected_configuration_full_fit_refit,2,0.24216409027576447,0.15155284106731415
3,3,selected_configuration_full_fit_refit,3,0.23943263292312622,0.14732563495635986
4,1,selected_configuration_full_fit_refit,1,0.2802199721336365,0.22244034707546234
4,1,selected_configuration_full_fit_refit,2,0.27435949444770813,0.21202710270881653
4,1,selected_configuration_full_fit_refit,3,0.26909926533699036,0.20165874063968658
4,1,selected_configuration_full_fit_refit,4,0.26437994837760925,0.195161372423172
4,1,selected_configuration_full_fit_refit,5,0.26023924350738525,0.19429029524326324
4,1,selected_configuration_full_fit_refit,6,0.25665757060050964,0.20093241333961487
4,1,selected_configuration_full_fit_refit,7,0.2533760070800781,0.20587119460105896
4,1,selected_configuration_full_fit_refit,8,0.25003498792648315,0.20454955101013184
4,1,selected_configuration_full_fit_refit,9,0.24649938941001892,0.20368270576000214
4,1,selected_configuration_full_fit_refit,10,0.242719829082489,0.20024722814559937
4,1,selected_configuration_full_fit_refit,11,0.23875300586223602,0.19282612204551697
4,1,selected_configuration_full_fit_refit,12,0.2346014529466629,0.1871686726808548
4,1,selected_configuration_full_fit_refit,13,0.2303149700164795,0.17839446663856506
4,1,selected_configuration_full_fit_refit,14,0.22593650221824646,0.17068615555763245
4,1,selected_configuration_full_fit_refit,15,0.22149041295051575,0.16356556117534637
4,1,selected_configuration_full_fit_refit,16,0.216926708817482,0.15950463712215424
4,1,selected_configuration_full_fit_refit,17,0.21232764422893524,0.1479601114988327
4,1,selected_configuration_full_fit_refit,18,0.20805099606513977,0.1337466835975647
4,1,selected_configuration_full_fit_refit,19,0.20431636273860931,0.12098941951990128
4,1,selected_configuration_full_fit_refit,20,0.2013719081878662,0.10714248567819595
4,1,selected_configuration_full_fit_refit,21,0.19935725629329681,0.10294321179389954
4,1,selected_configuration_full_fit_refit,22,0.19801105558872223,0.10637787729501724
4,1,selected_configuration_full_fit_refit,23,0.19680672883987427,0.1118050143122673
4,1,selected_configuration_full_fit_refit,24,0.19520767033100128,0.11136656254529953
4,1,selected_configuration_full_fit_refit,25,0.19320929050445557,0.10942503809928894
4,1,selected_configuration_full_fit_refit,26,0.19087502360343933,0.10355127602815628
4,1,selected_configuration_full_fit_refit,27,0.18839073181152344,0.0937134325504303
4,1,selected_configuration_full_fit_refit,28,0.18602354824543,0.08638137578964233
4,1,selected_configuration_full_fit_refit,29,0.18384775519371033,0.07426091283559799
4,1,selected_configuration_full_fit_refit,30,0.18187366425991058,0.06695807725191116
4,1,selected_configuration_full_fit_refit,31,0.18017332255840302,0.06584494560956955
4,1,selected_configuration_full_fit_refit,32,0.17876215279102325,0.06231280416250229
4,1,selected_configuration_full_fit_refit,33,0.17759452760219574,0.06418947875499725
4,1,selected_configuration_full_fit_refit,34,0.17655254900455475,0.06841091066598892
4,1,selected_configuration_full_fit_refit,35,0.17552131414413452,0.07057702541351318
4,1,selected_configuration_full_fit_refit,36,0.17444176971912384,0.07295055687427521
4,1,selected_configuration_full_fit_refit,37,0.17326222360134125,0.07643880695104599
4,1,selected_configuration_full_fit_refit,38,0.1719706654548645,0.07539311051368713
4,1,selected_configuration_full_fit_refit,39,0.17058970034122467,0.07232914865016937
4,1,selected_configuration_full_fit_refit,40,0.16912652552127838,0.06801056861877441
4,1,selected_configuration_full_fit_refit,41,0.16764158010482788,0.06612822413444519
4,1,selected_configuration_full_fit_refit,42,0.16619357466697693,0.05528044328093529
4,1,selected_configuration_full_fit_refit,43,0.16483446955680847,0.055948708206415176
4,1,selected_configuration_full_fit_refit,44,0.16351044178009033,0.05144648253917694
4,1,selected_configuration_full_fit_refit,45,0.16226355731487274,0.055612336844205856
4,1,selected_configuration_full_fit_refit,46,0.16101737320423126,0.05417407676577568
4,1,selected_configuration_full_fit_refit,47,0.1598130464553833,0.06286843866109848
4,1,selected_configuration_full_fit_refit,48,0.15855617821216583,0.056792452931404114
4,1,selected_configuration_full_fit_refit,49,0.15732648968696594,0.05798692628741264
4,1,selected_configuration_full_fit_refit,50,0.15605983138084412,0.058510396629571915
4,1,selected_configuration_full_fit_refit,51,0.1547735184431076,0.061986614018678665
4,2,selected_configuration_full_fit_refit,1,0.2911515533924103,0.2674674391746521
4,2,selected_configuration_full_fit_refit,2,0.28919079899787903,0.2653595209121704
4,2,selected_configuration_full_fit_refit,3,0.28734487295150757,0.26299676299095154
4,2,selected_configuration_full_fit_refit,4,0.28558149933815,0.26118433475494385
4,2,selected_configuration_full_fit_refit,5,0.2838616669178009,0.258808970451355
4,2,selected_configuration_full_fit_refit,6,0.28217652440071106,0.2567588686943054
4,2,selected_configuration_full_fit_refit,7,0.28046947717666626,0.2551840841770172
4,2,selected_configuration_full_fit_refit,8,0.27872663736343384,0.25396817922592163
4,2,selected_configuration_full_fit_refit,9,0.2769215404987335,0.2527118921279907
4,2,selected_configuration_full_fit_refit,10,0.27505970001220703,0.250061959028244
4,2,selected_configuration_full_fit_refit,11,0.27314531803131104,0.2485479861497879
4,2,selected_configuration_full_fit_refit,12,0.2711583971977234,0.24688169360160828
4,2,selected_configuration_full_fit_refit,13,0.2691110670566559,0.24459579586982727
4,2,selected_configuration_full_fit_refit,14,0.26702407002449036,0.24065546691417694
4,2,selected_configuration_full_fit_refit,15,0.2649107277393341,0.2357955425977707
4,2,selected_configuration_full_fit_refit,16,0.26278841495513916,0.22920358180999756
4,2,selected_configuration_full_fit_refit,17,0.26066869497299194,0.22131448984146118
4,2,selected_configuration_full_fit_refit,18,0.2585662305355072,0.2132481336593628
4,2,selected_configuration_full_fit_refit,19,0.2564854621887207,0.20237946510314941
4,2,selected_configuration_full_fit_refit,20,0.25447189807891846,0.19257976114749908
4,3,selected_configuration_full_fit_refit,1,0.23506572842597961,0.15873070061206818
