analysis_scope,month_window_days,accel_percentile,is_default,station,v_bar_mm_per_month,sigma_mm_per_month,accel_cutoff_mm_per_month,v0_mm_per_month,v0_yellow_threshold,v0_orange_threshold,v0_red_threshold,vigilance_multiplier,alarm_multiplier,v0_estimation_method,high_level_threshold_source,n_monthly_samples,n_steady_months
retrospective_fixed_first_80pct,15,0.85,False,MJ9,0.7935051122448984,1.1121469031063103,2.639662000000032,3.414551474579968,3.414551474579968,17.07275737289984,34.14551474579968,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1153,980
retrospective_fixed_first_80pct,15,0.85,False,MJ1,2.734500659203002,2.4903217526726973,8.66788137875858,9.082394494149899,9.082394494149899,45.41197247074949,90.82394494149898,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1153,980
retrospective_fixed_first_80pct,15,0.85,False,MJ3,1.7908068190674495,1.554587931866718,7.407331235837795,5.79538609233461,5.79538609233461,28.97693046167305,57.9538609233461,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1153,980
retrospective_fixed_first_80pct,15,0.85,False,ATU1,1.696482850551231,2.833818167224628,9.672841423566638,8.212360610276102,8.212360610276102,41.06180305138051,82.12360610276102,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1153,980
retrospective_fixed_first_80pct,15,0.85,False,ATU2,1.3131677653061224,1.413581686545521,6.278924000000004,4.796915021050226,4.796915021050226,23.98457510525113,47.96915021050226,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1153,980
retrospective_fixed_first_80pct,15,0.85,False,ATU3,3.034827336734694,2.8657303723156167,11.464859999999973,10.283701749733275,10.283701749733275,51.418508748666376,102.83701749733275,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1153,980
retrospective_fixed_first_80pct,15,0.85,False,ATU4,1.121780479591837,1.3010950963341126,5.444470000000001,4.284860912055981,4.284860912055981,21.424304560279907,42.848609120559814,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1153,980
retrospective_fixed_first_80pct,15,0.85,False,ATU5,3.5306757895909793,3.568068939080096,15.636438287256302,12.432151562546661,12.432151562546661,62.16075781273331,124.32151562546662,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1153,980
retrospective_fixed_first_80pct,15,0.9,False,MJ9,0.9034020347155257,1.1736435223686463,3.098180000000002,3.702390096810581,3.702390096810581,18.511950484052907,37.02390096810581,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1153,1037
retrospective_fixed_first_80pct,15,0.9,False,MJ1,3.0768150218605186,2.806837291707222,9.234812912201914,10.228897116205221,10.228897116205221,51.1444855810261,102.2889711620522,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1153,1037
retrospective_fixed_first_80pct,15,0.9,False,MJ3,2.3525769398773377,2.8652947417416845,15.253981694627782,9.259454893299376,9.259454893299376,46.29727446649688,92.59454893299376,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1153,1037
retrospective_fixed_first_80pct,15,0.9,False,ATU1,2.1891142731923705,3.434117824644577,12.418286040444794,10.151907059077711,10.151907059077711,50.75953529538856,101.51907059077712,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1153,1037
retrospective_fixed_first_80pct,15,0.9,False,ATU2,1.6537365670202508,1.9863605404694658,9.899845999999995,6.453325931469308,6.453325931469308,32.26662965734654,64.53325931469308,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1153,1037
retrospective_fixed_first_80pct,15,0.9,False,ATU3,3.7111496817743492,3.995873486067801,19.458477999999992,13.558471494797125,13.558471494797125,67.79235747398562,135.58471494797124,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1153,1037
retrospective_fixed_first_80pct,15,0.9,False,ATU4,1.4442314850530373,1.8657452874537046,10.076739999999985,5.897837802486965,5.897837802486965,29.489189012434824,58.97837802486965,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1153,1037
retrospective_fixed_first_80pct,15,0.9,False,ATU5,4.339777829090354,4.836842275778837,20.178696599184196,16.183351295193205,16.183351295193205,80.91675647596603,161.83351295193205,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1153,1037
retrospective_fixed_first_80pct,15,0.95,False,MJ9,1.0515343470319634,1.3097461210402526,4.564647999999977,4.196793762628451,4.196793762628451,20.983968813142255,41.96793762628451,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1153,1095
retrospective_fixed_first_80pct,15,0.95,False,MJ1,3.425634110168841,3.1055386767730733,10.682494116088515,11.349528518799408,11.349528518799408,56.74764259399704,113.49528518799409,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1153,1095
retrospective_fixed_first_80pct,15,0.95,False,MJ3,3.071430582655596,4.126616585989113,16.584946742028432,12.860379045961619,12.860379045961619,64.3018952298081,128.6037904596162,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1153,1095
retrospective_fixed_first_80pct,15,0.95,False,ATU1,2.9873762024886945,4.820006105798654,23.62084422565507,14.12107651533035,14.12107651533035,70.60538257665175,141.2107651533035,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1153,1095
retrospective_fixed_first_80pct,15,0.95,False,ATU2,2.3398842191780824,3.5139738462344914,16.325011999999997,10.537774021236107,10.537774021236107,52.68887010618053,105.37774021236106,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1153,1095
retrospective_fixed_first_80pct,15,0.95,False,ATU3,4.6519145022831045,5.566960172932359,22.401713999999984,18.111792099289374,18.111792099289374,90.55896049644687,181.11792099289374,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1153,1095
retrospective_fixed_first_80pct,15,0.95,False,ATU4,2.0668153972602745,3.2115831540503343,14.370389999999997,9.52338940399108,9.52338940399108,47.616947019955404,95.23389403991081,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1153,1095
retrospective_fixed_first_80pct,15,0.95,False,ATU5,5.332206578515172,6.321815337571383,26.721634219566955,20.641940542915524,20.641940542915524,103.20970271457762,206.41940542915523,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1153,1095
retrospective_fixed_first_80pct,30,0.85,False,MJ9,1.6564967425025852,2.1880655157116338,5.120875500000035,6.860876145177145,6.860876145177145,34.30438072588573,68.60876145177146,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1138,967
retrospective_fixed_first_80pct,30,0.85,False,MJ1,5.585359439788014,4.958326899784337,17.33148678965827,18.294692959250696,18.294692959250696,91.47346479625348,182.94692959250696,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1138,967
retrospective_fixed_first_80pct,30,0.85,False,MJ3,3.6285271090960602,3.12434385381334,14.342766387465927,11.69147837127077,11.69147837127077,58.45739185635385,116.9147837127077,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1138,967
retrospective_fixed_first_80pct,30,0.85,False,ATU1,3.7901647626776054,4.376233754149519,17.67261385787457,14.437714652315446,14.437714652315446,72.18857326157723,144.37714652315447,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1138,967
retrospective_fixed_first_80pct,30,0.85,False,ATU2,2.710774395036194,2.8721295918646526,12.795101499999992,9.810420776283596,9.810420776283596,49.05210388141798,98.10420776283596,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1138,967
retrospective_fixed_first_80pct,30,0.85,False,ATU3,6.186944177869699,5.770731181689627,24.738030999999967,20.821878630183804,20.821878630183804,104.10939315091902,208.21878630183804,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1138,967
retrospective_fixed_first_80pct,30,0.85,False,ATU4,2.3445476008273007,2.6461955900244485,10.76829949999998,8.809212581289849,8.809212581289849,44.046062906449244,88.09212581289849,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1138,967
retrospective_fixed_first_80pct,30,0.85,False,ATU5,7.36902909093105,7.2959290271008275,30.59681993991084,25.645401690598227,25.645401690598227,128.22700845299113,256.45401690598226,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1138,967
retrospective_fixed_first_80pct,30,0.9,True,MJ9,1.861896708984375,2.288978905667721,5.913814999999986,7.3708028748120045,7.3708028748120045,36.85401437406002,73.70802874812004,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1138,1024
retrospective_fixed_first_80pct,30,0.9,True,MJ1,6.257483793161866,5.557764918492297,18.01694260796878,20.501755526727393,20.501755526727393,102.50877763363697,205.01755526727393,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1138,1024
retrospective_fixed_first_80pct,30,0.9,True,MJ3,4.7855510217134585,5.80940301768035,30.646280971596344,18.797132567930888,18.797132567930888,93.98566283965444,187.97132567930888,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1138,1024
retrospective_fixed_first_80pct,30,0.9,True,ATU1,4.743842752854701,5.804026763146502,24.55359417002883,18.723817655575054,18.723817655575054,93.61908827787528,187.23817655575056,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1138,1024
retrospective_fixed_first_80pct,30,0.9,True,ATU2,3.5128019335937504,4.40105572489169,24.356469000000004,14.071314350174006,14.071314350174006,70.35657175087003,140.71314350174006,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1138,1024
retrospective_fixed_first_80pct,30,0.9,True,ATU3,7.616007998046875,8.193860443621197,39.68417800000004,27.811732884312708,27.811732884312708,139.05866442156355,278.1173288431271,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1138,1024
retrospective_fixed_first_80pct,30,0.9,True,ATU4,3.092280126953125,4.100895834816359,22.615276000000023,12.840211860062405,12.840211860062405,64.20105930031202,128.40211860062405,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1138,1024
retrospective_fixed_first_80pct,30,0.9,True,ATU5,8.887838067343376,9.47340052377285,39.341489117532994,32.27855814856076,32.27855814856076,161.3927907428038,322.7855814856076,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1138,1024
retrospective_fixed_first_80pct,30,0.95,False,MJ9,2.150587030527289,2.555778995738323,9.184890499999963,8.33743853726758,8.33743853726758,41.6871926863379,83.3743853726758,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1138,1081
retrospective_fixed_first_80pct,30,0.95,False,MJ1,6.92630189398093,6.111010063318092,21.446843981259782,22.61147296760758,22.61147296760758,113.0573648380379,226.1147296760758,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1138,1081
retrospective_fixed_first_80pct,30,0.95,False,MJ3,6.21036623428642,8.276263181267606,33.00040751997573,25.868075713964842,25.868075713964842,129.34037856982422,258.68075713964845,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1138,1081
retrospective_fixed_first_80pct,30,0.95,False,ATU1,6.366868394310191,9.027757194457536,45.58907006582145,27.605816980380357,27.605816980380357,138.0290849019018,276.0581698038036,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1138,1081
retrospective_fixed_first_80pct,30,0.95,False,ATU2,4.92535,7.386265427066331,32.855292,22.16055585413266,22.16055585413266,110.80277927066331,221.60555854132662,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1138,1081
retrospective_fixed_first_80pct,30,0.95,False,ATU3,9.502852368177612,11.300765331418173,44.88935900000002,36.85580921510277,36.85580921510277,184.27904607551383,368.55809215102767,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1138,1081
retrospective_fixed_first_80pct,30,0.95,False,ATU4,4.356431341350601,6.695396524634721,28.826175499999994,19.925440061295344,19.925440061295344,99.62720030647672,199.25440061295345,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1138,1081
retrospective_fixed_first_80pct,30,0.95,False,ATU5,10.830004757469627,12.396926422693642,52.075555492247915,41.03885998159173,41.03885998159173,205.19429990795862,410.38859981591725,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1138,1081
retrospective_fixed_first_80pct,60,0.85,False,MJ9,3.5735028692879904,4.126351174970635,9.974600499999974,13.612956653873255,13.612956653873255,68.06478326936627,136.12956653873255,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1108,941
retrospective_fixed_first_80pct,60,0.85,False,MJ1,11.616720486638968,9.438754231710927,33.6253329768771,36.30258919338031,36.30258919338031,181.51294596690153,363.02589193380305,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1108,941
retrospective_fixed_first_80pct,60,0.85,False,MJ3,7.57000443900582,6.597752339092535,35.175860554661185,24.550511336693802,24.550511336693802,122.75255668346901,245.50511336693802,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1108,941
retrospective_fixed_first_80pct,60,0.85,False,ATU1,8.979466395540877,8.13545320843042,43.12744709997258,29.740106010172155,29.740106010172155,148.70053005086078,297.40106010172155,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1108,941
retrospective_fixed_first_80pct,60,0.85,False,ATU2,5.699960860786398,5.639400152589227,36.04450349999994,19.82874159635805,19.82874159635805,99.14370798179024,198.2874159635805,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1108,941
retrospective_fixed_first_80pct,60,0.85,False,ATU3,12.787112582359192,11.240114554769061,60.31256549999993,41.66089798307691,41.66089798307691,208.30448991538452,416.60897983076904,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1108,941
retrospective_fixed_first_80pct,60,0.85,False,ATU4,5.009663878852285,5.301427116745411,33.44890699999999,18.11735005176925,18.11735005176925,90.58675025884625,181.1735005176925,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1108,941
retrospective_fixed_first_80pct,60,0.85,False,ATU5,15.42492712111863,14.686076445596843,64.1310614721109,52.509543572871635,52.509543572871635,262.54771786435816,525.0954357287163,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1108,941
retrospective_fixed_first_80pct,60,0.9,False,MJ9,3.9491614042126377,4.295084766870877,11.060074000000016,14.51391164006071,14.51391164006071,72.56955820030355,145.1391164006071,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1108,997
retrospective_fixed_first_80pct,60,0.9,False,MJ1,12.883174250255992,10.538935565470227,35.104251183563996,40.402632506324444,40.402632506324444,202.0131625316222,404.0263250632444,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1108,997
retrospective_fixed_first_80pct,60,0.9,False,MJ3,9.855638848722425,11.495983986173778,60.31357160166573,37.77542624543119,37.77542624543119,188.87713122715596,377.7542624543119,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1108,997
retrospective_fixed_first_80pct,60,0.9,False,ATU1,11.382572711692594,12.712610008387447,63.3285779923839,42.499079084313784,42.499079084313784,212.49539542156893,424.99079084313786,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1108,997
retrospective_fixed_first_80pct,60,0.9,False,ATU2,8.045289679037111,11.141929083746595,56.25441200000002,34.35179268604885,34.35179268604885,171.75896343024425,343.5179268604885,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1108,997
retrospective_fixed_first_80pct,60,0.9,False,ATU3,16.196318575727183,17.804827431358564,83.97536600000001,59.90413272630791,59.90413272630791,299.52066363153955,599.0413272630791,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1108,997
retrospective_fixed_first_80pct,60,0.9,False,ATU4,7.12947665997994,10.164934073898797,50.820669,31.024083137767505,31.024083137767505,155.1204156888375,310.240831377675,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1108,997
retrospective_fixed_first_80pct,60,0.9,False,ATU5,18.704873967743236,19.657620942370638,85.1243567862806,67.37255283635614,67.37255283635614,336.8627641817807,673.7255283635614,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1108,997
retrospective_fixed_first_80pct,60,0.95,False,MJ9,4.460868479087453,4.728660250138523,16.42122849999998,16.148623218908227,16.148623218908227,80.74311609454114,161.48623218908227,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1108,1052
retrospective_fixed_first_80pct,60,0.95,False,MJ1,14.188112318105066,11.681881735079868,42.898626107962755,44.64593194731734,44.64593194731734,223.22965973658668,446.45931947317337,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1108,1052
retrospective_fixed_first_80pct,60,0.95,False,MJ3,12.631718054417265,16.28234016147863,64.52122462807765,51.51225740458315,51.51225740458315,257.56128702291574,515.1225740458315,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1108,1052
retrospective_fixed_first_80pct,60,0.95,False,ATU1,15.031042260827768,20.2308288707329,129.32501630942647,63.00822113270745,63.00822113270745,315.0411056635372,630.0822113270744,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1108,1052
retrospective_fixed_first_80pct,60,0.95,False,ATU2,11.10858922053232,17.134943597924313,101.49753349999969,50.9327710266471,50.9327710266471,254.66385513323553,509.32771026647106,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1108,1052
retrospective_fixed_first_80pct,60,0.95,False,ATU3,20.3984002756654,25.23293305192217,152.16597999999928,81.06346651734245,81.06346651734245,405.31733258671227,810.6346651734245,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1108,1052
retrospective_fixed_first_80pct,60,0.95,False,ATU4,9.797280636882128,15.160771805043439,84.24883999999946,45.017464565410066,45.017464565410066,225.08732282705034,450.1746456541007,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1108,1052
retrospective_fixed_first_80pct,60,0.95,False,ATU5,22.979984225623735,26.652180909214493,141.91993429526818,87.77433815686459,87.77433815686459,438.87169078432294,877.7433815686459,5.0,10.0,thesis_steady_stage_velocity_statistic,chen_et_al_2024_eq10_default_vd,1108,1052
